Date and Time,Wind Speed (m/s),Wind Dir (Deg),Total Precipitation (mm),WQ Temp (°C),pH,Turbidity (NTU),TDS (g/L),Chl(ug/l),TSS (mg/L),BGA (mg/L),Dissolved Oxygen (mg/L),Sal (psu),Rel.Hum (%),Air Temp (°C)
25-12-2019 19:00,4.8,42,0,27.32,8.34,1.87,0,3.57,0,3.78,7.33,28.6,,
25-12-2019 19:10,4.5,49,0,27.31,8.35,1.77,0,3.65,0,4.76,7.33,28.61,,
25-12-2019 19:20,4.4,47,0,27.32,8.35,1.64,0,3.9,0,5.44,7.38,28.62,,
25-12-2019 19:30,4.4,46,0,27.31,8.34,1.77,0,3.49,0,5.14,7.34,28.61,,
25-12-2019 19:40,4,48,0,27.3,8.35,1.75,0,4.05,0,3.02,7.36,28.61,,
25-12-2019 19:50,4.6,49,0,27.3,8.34,1.72,0,4.14,0,4.41,7.35,28.61,,
25-12-2019 20:00,4.6,42,0,27.31,8.34,1.77,0,3.66,0,4.97,7.3,28.61,,
25-12-2019 20:10,4.2,45,0,27.27,8.34,1.69,0,3.78,0,5.16,7.28,28.62,,
25-12-2019 20:20,4,46,0,27.26,8.34,1.77,0,3.29,0,4.16,7.21,28.65,,
25-12-2019 20:30,4.1,41,0,27.23,8.34,1.82,0,3.39,0,2.53,7.23,28.66,,
25-12-2019 20:40,4.1,42,0,27.22,8.34,1.66,0,3.51,0,4.54,7.18,28.66,,
25-12-2019 20:50,3.8,39,0,27.19,8.34,1.69,0,3.31,0,4.71,7.18,28.67,,
25-12-2019 21:00,4,33,0,27.19,8.34,1.69,0,3.67,0,5.2,7.15,28.68,,
25-12-2019 21:10,3.9,44,0,27.2,8.34,1.73,0,3.96,0,4.63,7.17,28.68,,
25-12-2019 21:20,4.2,49,0,27.17,8.33,1.83,0,3.31,0,4.85,7.13,28.71,,
25-12-2019 21:30,4.1,50,0,27.12,8.33,1.96,0,2.87,0,4.63,7.1,28.76,,
25-12-2019 21:40,3.8,50,0,27.1,8.33,1.82,0,3.48,0,5.08,7.05,28.81,,
25-12-2019 21:50,3.9,51,0,27.07,8.33,1.65,0,2.69,0,4.13,6.99,28.81,,
25-12-2019 22:00,3.9,55,0,27,8.32,1.74,0,3.22,0,4.33,6.84,28.88,,
25-12-2019 22:10,3.6,53,0,26.96,8.32,1.89,0,2.26,0,3.13,6.76,28.91,,
25-12-2019 22:20,3.9,50,0,26.94,8.3,2.05,0,2.32,0,2.99,6.66,28.81,,
25-12-2019 22:30,3.7,50,0,26.96,8.3,2.13,0,2.2,0,2.64,6.64,28.82,,
25-12-2019 22:40,3.5,48,0,26.96,8.3,2.03,0,1.91,0,2,6.61,28.83,,
25-12-2019 22:50,3.5,51,0,26.99,8.3,2.13,0,1.79,0,1.95,6.59,28.84,,
25-12-2019 23:00,3.3,45,0,27,8.3,2.07,0,1.73,0,2.08,6.58,28.85,,
25-12-2019 23:10,3.2,49,0,27,8.3,2.1,0,2.05,0,1.82,6.58,28.85,,
25-12-2019 23:20,3,40,0,27,8.3,2.13,0,1.84,0,1.61,6.49,28.86,,
25-12-2019 23:30,2.4,45,0,27,8.29,2.27,0,1.56,0,2.93,6.44,28.88,,
25-12-2019 23:40,2.5,46,0,26.97,8.3,2.19,0,1.89,0,2.09,6.54,28.78,,
25-12-2019 23:50,2.5,44,0,26.97,8.3,2.28,0,1.78,0,1.69,6.61,28.74,,
26-12-2019 00:00,2.9,42,0,26.96,8.3,2.35,0,2.12,0,1.98,6.66,28.7,,
26-12-2019 00:10,2.6,36,0,26.97,8.3,2.08,0,2,0,1.71,6.65,28.72,,
26-12-2019 00:20,2.6,26,0,26.96,8.3,2.12,0,2.06,0,2.08,6.7,28.68,,
26-12-2019 00:30,2.8,29,0,26.96,8.3,2.07,0,2.28,0,2.74,6.71,28.65,,
26-12-2019 00:40,2.7,28,0,26.96,8.31,2.14,0,2.01,0,1.99,6.72,28.67,,
26-12-2019 00:50,2.8,36,0,26.99,8.3,2.18,0,2.17,0,2.47,6.68,28.66,,
26-12-2019 01:00,2.8,34,0,26.97,8.3,2.17,0,2.34,0,2.38,6.69,28.63,,
26-12-2019 01:10,2.9,28,0,26.98,8.3,2.13,0,2.05,0,2.67,6.68,28.61,,
26-12-2019 01:20,3,25,0,26.98,8.3,2.18,0,2.17,0,2.51,6.7,28.62,,
26-12-2019 01:30,3.2,21,0,26.99,8.3,2.13,0,2.2,0,2.45,6.68,28.62,,
26-12-2019 01:40,3,20,0,27,8.29,2.19,0,1.74,0,2.04,6.66,28.65,,
26-12-2019 01:50,3.2,23,0,27.02,8.3,2.09,0,1.72,0,1.94,6.69,28.69,,
26-12-2019 02:00,2.1,339,0,27.01,8.3,2.05,0,1.96,0,1.28,6.71,28.73,,
26-12-2019 02:10,2,307,0,26.99,8.3,2.18,0,1.47,0,1.05,6.68,28.7,,
26-12-2019 02:20,2.1,309,0,26.94,8.3,2.28,0,1.78,0,1.55,6.7,28.67,,
26-12-2019 02:30,2.1,308,0,26.95,8.29,2.38,0,1.84,0,1.97,6.65,28.62,,
26-12-2019 02:40,1.9,310,0,26.94,8.29,2.41,0,2.25,0,2.46,6.63,28.61,,
26-12-2019 02:50,1.8,305,0,26.95,8.29,2.35,0,1.92,0,2.38,6.63,28.61,,
26-12-2019 03:00,1.5,306,0,26.97,8.29,2.33,0,2.08,0,2.04,6.66,28.61,,
26-12-2019 03:10,1.4,305,0,26.99,8.3,2.19,0,2.04,0,2.12,6.7,28.62,,
26-12-2019 03:20,1.6,301,0,27,8.3,2.14,0,1.77,0,1.37,6.7,28.63,,
26-12-2019 03:30,1.8,308,0,27.01,8.3,2.14,0,2.01,0,1.89,6.67,28.64,,
26-12-2019 03:40,1.3,316,0,27.01,8.3,2.29,0,1.69,0,1.99,6.65,28.65,,
26-12-2019 03:50,0.8,318,0,26.99,8.29,2.25,0,1.94,0,2.16,6.57,28.67,,
26-12-2019 04:00,1.1,317,0,27.03,8.29,2.4,0,1.81,0,1.87,6.54,28.71,,
26-12-2019 04:10,1,320,0,27.04,8.29,2.26,0,1.63,0,1.35,6.51,28.74,,
26-12-2019 04:20,0.8,326,0,27.02,8.29,2.33,0,1.89,0,1.11,6.52,28.76,,
26-12-2019 04:30,0.9,325,0,27.02,8.29,2.3,0,1.95,0,1.35,6.51,28.74,,
26-12-2019 04:40,1.1,305,0,27,8.3,2.81,0,1.69,0,1.81,6.56,28.73,,
26-12-2019 04:50,1.3,292,0,26.98,8.3,2.23,0,1.82,0,1.88,6.56,28.74,,
26-12-2019 05:00,1.1,297,0,26.95,8.31,2.05,0,1.37,0,1.11,6.72,28.69,,
26-12-2019 05:10,1.4,298,0,26.93,8.32,1.88,0,0.99,0,0,6.77,28.74,,
26-12-2019 05:20,0.9,286,0,26.95,8.32,2.58,0,1.09,0,0.13,6.75,28.74,,
26-12-2019 05:30,0.7,284,0,26.93,8.33,1.83,0,0.95,0,0,6.81,28.74,,
26-12-2019 05:40,1.3,287,0,26.92,8.32,2.05,0,1.01,0,0,6.79,28.72,,
26-12-2019 05:50,2.1,300,0,26.91,8.32,2.07,0,1.21,0,0.39,6.75,28.7,,
26-12-2019 06:00,2.2,296,0,26.92,8.32,2.07,0,1.14,0,0.62,6.78,28.7,,
26-12-2019 06:10,2,300,0,26.91,8.32,1.88,0,0.97,0,0,6.81,28.7,,
26-12-2019 06:20,2.4,307,0,26.9,8.32,1.84,0,1.14,0,0.27,6.77,28.68,,
26-12-2019 06:30,2.7,305,0,26.94,8.32,1.94,0,1.01,0,0,6.79,28.68,,
26-12-2019 06:40,2.6,311,0,26.91,8.32,1.85,0,0.78,0,0,6.77,28.67,,
26-12-2019 06:50,2.6,312,0,26.88,8.33,1.74,0,0.61,0,0,6.77,28.7,,
26-12-2019 07:00,2.3,317,0,26.87,8.32,1.79,0,0.62,0,0,6.76,28.75,,
26-12-2019 07:10,2.3,326,0,26.88,8.31,1.96,0,0.87,0,0,6.73,28.66,,
26-12-2019 07:20,2.8,320,0,26.87,8.31,1.86,0,0.75,0,0,6.72,28.72,,
26-12-2019 07:30,2.7,322,0,26.89,8.31,2.07,0,0.59,0,0,6.72,28.73,,
26-12-2019 07:40,2.6,325,0,26.88,8.31,2.11,0,0.84,0,0.01,6.69,28.67,,
26-12-2019 07:50,2.7,337,0,26.88,8.32,1.95,0,0.57,0,0,6.72,28.69,,
26-12-2019 08:00,2.6,341,0,26.9,8.32,1.77,0,0.38,0,0,6.76,28.73,,
26-12-2019 08:10,2.6,345,0,26.9,8.32,2.09,0,0.45,0,0,6.75,28.7,,
26-12-2019 08:20,2.6,349,0,26.91,8.32,1.81,0,0.49,0,0,6.75,28.69,,
26-12-2019 08:30,3,352,0,26.92,8.32,1.85,0,0.51,0,0,6.75,28.71,,
26-12-2019 08:40,2.9,9,0,26.96,8.32,1.84,0,0.51,0,0,6.73,28.73,,
26-12-2019 08:50,3.5,7,0,26.96,8.32,1.97,0,0.62,0,0,6.77,28.71,,
26-12-2019 09:00,3.4,7,0,26.97,8.32,1.98,0,0.72,0,0,6.78,28.69,,
26-12-2019 09:10,3,15,0,26.99,8.33,1.86,0,0.6,0,0,6.8,28.69,,
26-12-2019 09:20,3.2,19,0,27,8.32,1.85,0,0.75,0,0,6.8,28.69,,
26-12-2019 09:30,3.5,16,0,27.01,8.32,1.94,0,0.66,0,0,6.78,28.71,,
26-12-2019 09:40,3.2,18,0,27.01,8.33,1.83,0,0.62,0,0,6.77,28.74,,
26-12-2019 09:50,3.2,19,0,27,8.32,2,0,0.58,0,0,6.76,28.73,,
26-12-2019 10:00,3.1,17,0,27,8.33,1.85,0,0.73,0,0,6.78,28.72,,
26-12-2019 10:10,3,11,0,27.01,8.32,1.78,0,0.58,0,0,6.76,28.73,,
26-12-2019 10:20,3,10,0,27.02,8.32,1.9,0,0.87,0,0,6.77,28.74,,
26-12-2019 10:30,3,7,0,27.05,8.32,2.02,0,0.72,0,0,6.76,28.74,,
26-12-2019 10:40,2.9,13,0,27.07,8.32,1.88,0,0.57,0,0,6.78,28.76,,
26-12-2019 10:50,3.2,8,0,27.11,8.32,1.94,0,0.41,0,0,6.7,28.81,,
26-12-2019 11:00,2.8,14,0,27.17,8.32,1.87,0,0.45,0,0,6.7,28.84,,
26-12-2019 11:10,3.1,19,0,27.22,8.31,1.92,0,0.65,0,0,6.68,28.82,,
26-12-2019 11:20,3.3,17,0,27.25,8.31,1.93,0,0.72,0,0,6.66,28.85,,
26-12-2019 11:30,3.5,26,0,27.29,8.31,2,0,0.56,0,0,6.7,28.83,,
26-12-2019 11:40,3.4,22,0,27.34,8.31,2.07,0,0.5,0,0,6.67,28.78,,
26-12-2019 11:50,2.8,35,0,27.41,8.31,2.02,0,0.46,0,0,6.69,28.78,,
26-12-2019 12:00,3.1,60,0,27.48,8.31,2.1,0,0.51,0,0,6.71,28.75,,
26-12-2019 12:10,3.3,61,0,27.48,8.31,2.08,0,0.66,0,0,6.77,28.69,,
26-12-2019 12:20,3.7,58,0,27.5,8.31,2.03,0,0.62,0,0,6.75,28.68,,
26-12-2019 12:30,3.3,60,0,27.54,8.31,2,0,0.62,0,0,6.76,28.7,,
26-12-2019 12:40,3.4,58,0,27.57,8.31,2.03,0,0.58,0,0,6.75,28.7,,
26-12-2019 12:50,3.2,58,0,27.57,8.31,2.03,0,0.56,0,0,6.77,28.74,,
26-12-2019 13:00,3.5,56,0,27.66,8.3,2.14,0,0.71,0,0,6.64,28.79,,
26-12-2019 13:10,3.7,59,0,27.66,8.3,2.21,0,0.65,0,0,6.67,28.77,,
26-12-2019 13:20,3.9,54,0,27.63,8.3,2.11,0,0.86,0,0,6.78,28.72,,
26-12-2019 13:30,4.1,54,0,27.65,8.3,2.16,0,0.99,0,0.16,6.9,28.63,,
26-12-2019 13:40,4,61,0,27.64,8.3,2.31,0,1.4,0,0.92,7.03,28.59,,
26-12-2019 13:50,3.7,66,0,27.61,8.31,2.35,0,1.35,0,0.77,7.09,28.58,,
26-12-2019 14:00,4,69,0,27.61,8.31,2.34,0,1.47,0,0.6,7.08,28.6,,
26-12-2019 14:10,3.8,65,0,27.62,8.31,2.19,0,1.19,0,1.13,7.07,28.6,,
26-12-2019 14:20,3.6,58,0,27.62,8.31,2.31,0,1.41,0,1.05,7.05,28.65,,
26-12-2019 14:30,3.5,66,0,27.69,8.3,2.28,0,1.48,0,1.62,7.07,28.63,,
26-12-2019 14:40,3.8,57,0,27.65,8.31,2.34,0,1.61,0,1.78,7.12,28.63,,
26-12-2019 14:50,3.7,60,0,27.59,8.32,2.24,0,2.03,0,2.56,7.17,28.66,,
26-12-2019 15:00,3.6,60,0,27.62,8.32,2.35,0,2.14,0,2.2,7.24,28.6,,
26-12-2019 15:10,3.9,55,0,27.62,8.31,2.32,0,2.11,0,3.38,7.18,28.68,,
26-12-2019 15:20,3.9,57,0,27.59,8.33,2.35,0,2.67,0,3.68,7.37,28.6,,
26-12-2019 15:30,3.8,60,0,27.62,8.32,2.29,0,2.61,0,3.51,7.33,28.66,,
26-12-2019 15:40,3.8,54,0,27.59,8.33,2.31,0,2.84,0,3.86,7.36,28.63,,
26-12-2019 15:50,3.9,57,0,27.6,8.33,2.41,0,3.26,0,4.8,7.41,28.66,,
26-12-2019 16:00,3.9,57,0,27.59,8.33,2.41,0,3.16,0,5.45,7.38,28.7,,
26-12-2019 16:10,4,58,0,27.49,8.34,2.29,0,2.58,0,4.13,7.35,28.6,,
26-12-2019 16:20,4.1,60,0,27.45,8.35,2.13,0,2.36,0,3.64,7.29,28.56,,
26-12-2019 16:30,4,59,0,27.42,8.35,2.08,0,2.66,0,4.28,7.35,28.55,,
26-12-2019 16:40,4.2,68,0,27.36,8.35,2.11,0,2.03,0,3.23,7.25,28.53,,
26-12-2019 16:50,4.1,66,0,27.33,8.35,2.03,0,1.97,0,2.25,7.21,28.56,,
26-12-2019 17:00,3.8,60,0,27.29,8.34,2.04,0,1.86,0,2.88,7.15,28.57,,
26-12-2019 17:10,4.4,57,0,27.23,8.35,1.99,0,1.5,0,2.13,7.14,28.53,,
26-12-2019 17:20,4.3,59,0,27.21,8.35,2.05,0,1.47,0,1.9,7.12,28.54,,
26-12-2019 17:30,4.1,63,0,27.21,8.35,2.02,0,2.02,0,3.03,7.2,28.55,,
26-12-2019 17:40,4.2,61,0,27.25,8.34,2.15,0,2.86,0,4.74,7.19,28.6,,
26-12-2019 17:50,4.2,63,0,27.2,8.35,2.05,0,2.3,0,2.74,7.12,28.59,,
26-12-2019 18:00,4.4,60,0,27.21,8.34,2.05,0,2.16,0,3.09,7.11,28.64,,
26-12-2019 18:10,4.5,60,0,27.22,8.35,2.07,0,2.75,0,4.07,7.12,28.68,,
26-12-2019 18:20,4.7,60,0,27.22,8.35,2.1,0,3.01,0,4.5,7.15,28.67,,
26-12-2019 18:30,4.6,63,0,27.18,8.35,2.08,0,2.93,0,4.58,7.17,28.59,,
26-12-2019 18:40,4.3,61,0,27.19,8.34,2.17,0,3.79,0,5.23,7.18,28.62,,
26-12-2019 18:50,4.5,62,0,27.18,8.35,2.17,0,3.3,0,5.13,7.17,28.62,,
26-12-2019 19:00,4.4,65,0,27.17,8.35,2.35,0,3.21,0,5.17,7.16,28.61,,
26-12-2019 19:10,4.2,64,0,27.17,8.34,2.08,0,3.01,0,4.87,7.12,28.64,,
26-12-2019 19:20,4.8,60,0,27.22,8.33,2.21,0,3.78,0,6.29,7.06,28.75,,
26-12-2019 19:30,4.6,61,0,27.22,8.33,2.21,0,3.5,0,13.65,7.05,28.77,,
26-12-2019 19:40,4.3,65,0,27.23,8.33,2.24,0,3.24,0,5.2,7.02,28.76,,
26-12-2019 19:50,4.7,57,0,27.15,8.34,2.22,0,3.28,0,5.33,7.05,28.67,,
26-12-2019 20:00,4.4,63,0,27.16,8.34,2.12,0,2.83,0,4.49,7.05,28.66,,
26-12-2019 20:10,4.7,66,0,27.15,8.34,2.19,0,3.05,0,4.79,7.06,28.64,,
26-12-2019 20:20,4.5,59,0,27.13,8.34,2.71,0,3.5,0,2.87,7.07,28.63,,
26-12-2019 20:30,4.6,59,0,27.12,8.33,2.29,0,3.08,0,5.81,6.99,28.64,,
26-12-2019 20:40,4.7,59,0,27.12,8.33,2.18,0,2.77,0,4.39,6.99,28.64,,
26-12-2019 20:50,4.7,59,0,27.09,8.34,2.1,0,2.8,0,4.76,7.02,28.63,,
26-12-2019 21:00,4.7,60,0,27.09,8.34,2.15,0,2.75,0,4.44,6.99,28.65,,
26-12-2019 21:10,4.6,61,0,27.11,8.33,2.24,0,3.19,0,4.6,6.96,28.66,,
26-12-2019 21:20,4.9,56,0,27.09,8.33,2.26,0,2.89,0,4.47,6.98,28.65,,
26-12-2019 21:30,4.7,63,0,27.07,8.34,2.27,0,2.8,0,4.11,7,28.63,,
26-12-2019 21:40,4.5,68,0,27.09,8.34,2.17,0,2.88,0,3.95,6.97,28.64,,
26-12-2019 21:50,4.4,64,0,27.07,8.34,2.22,0,2.68,0,4.22,7,28.65,,
26-12-2019 22:00,4.2,64,0,27.07,8.34,2.17,0,2.88,0,4.55,6.97,28.66,,
26-12-2019 22:10,4.2,62,0,27.08,8.33,2.18,0,3.02,0,4.15,6.92,28.7,,
26-12-2019 22:20,4.3,60,0,27.07,8.33,2.37,0,2.8,0,4.27,6.87,28.76,,
26-12-2019 22:30,4.1,61,0,27.03,8.34,2.21,0,2.27,0,3.5,6.96,28.69,,
26-12-2019 22:40,4,59,0,27.04,8.33,2.29,0,2.82,0,4.36,6.94,28.68,,
26-12-2019 22:50,3.9,67,0,27.04,8.33,2.2,0,2.77,0,3.99,6.94,28.69,,
26-12-2019 23:00,3.4,68,0,27.05,8.33,2.25,0,2.61,0,3.7,6.94,28.69,,
26-12-2019 23:10,3.7,77,0,27.04,8.33,2.21,0,2.53,0,4.08,6.96,28.66,,
26-12-2019 23:20,3.4,85,0,27.04,8.34,2.21,0,2.75,0,4.04,6.96,28.65,,
26-12-2019 23:30,3.3,72,0,27.03,8.34,2.28,0,2.74,0,3.93,6.97,28.66,,
26-12-2019 23:40,3,76,0,27.02,8.34,2.25,0,2.66,0,4,6.99,28.63,,
26-12-2019 23:50,3.2,67,0,27.03,8.34,2.22,0,2.86,0,4.47,6.98,28.63,,
27-12-2019 00:00,3.3,64,0,27.04,8.34,2.24,0,2.66,0,4.22,6.96,28.63,,
27-12-2019 00:10,3.4,65,0,27.04,8.34,2.2,0,2.51,0,3.66,6.98,28.62,,
27-12-2019 00:20,3.2,70,0,27.05,8.34,2.17,0,2.59,0,3.74,6.98,28.62,,
27-12-2019 00:30,3.3,67,0,27.06,8.34,2.19,0,2.53,0,3.07,6.96,28.63,,
27-12-2019 00:40,3.3,70,0,27.06,8.34,2.24,0,2.19,0,3.34,6.95,28.63,,
27-12-2019 00:50,3.4,66,0,27.06,8.34,2.14,0,2.2,0,3.04,6.95,28.6,,
27-12-2019 01:00,2.9,74,0,27.08,8.33,2.22,0,2.32,0,2.95,6.92,28.68,,
27-12-2019 01:10,3.2,70,0,27.08,8.33,2.22,0,2.5,0,3.11,6.91,28.71,,
27-12-2019 01:20,3.3,70,0,27.09,8.33,2.18,0,2.36,0,3.13,6.88,28.72,,
27-12-2019 01:30,3,66,0,27.08,8.33,2.17,0,2.21,0,2.97,6.91,28.68,,
27-12-2019 01:40,3.3,60,0,27.1,8.33,2.19,0,2.26,0,2.48,6.83,28.8,,
27-12-2019 01:50,2.9,65,0,27.09,8.33,2.24,0,2.38,0,3,6.82,28.8,,
27-12-2019 02:00,2.8,67,0,27.09,8.33,2.21,0,2.27,0,3.01,6.8,28.8,,
27-12-2019 02:10,3.2,65,0,27.08,8.33,2.22,0,2.07,0,2.37,6.82,28.75,,
27-12-2019 02:20,2.9,75,0,27.11,8.33,2.21,0,2.05,0,2.51,6.83,28.76,,
27-12-2019 02:30,3,70,0,27.1,8.33,2.17,0,1.98,0,2.29,6.84,28.75,,
27-12-2019 02:40,3.4,83,0,27.09,8.34,2.17,0,2.12,0,2.72,6.96,28.59,,
27-12-2019 02:50,3.1,91,0,27.09,8.34,2.08,0,1.98,0,2.26,6.96,28.59,,
27-12-2019 03:00,3.3,88,0,27.08,8.34,2.07,0,1.91,0,2.31,6.98,28.57,,
27-12-2019 03:10,3.3,85,0,27.09,8.34,2.2,0,2.07,0,2.32,7,28.57,,
27-12-2019 03:20,3.3,80,0,27.09,8.34,2.08,0,2.13,0,2.68,6.99,28.56,,
27-12-2019 03:30,3,81,0,27.1,8.34,2.21,0,2.13,0,2.72,6.98,28.58,,
27-12-2019 03:40,3.2,88,0,27.11,8.34,2.1,0,2.2,0,2.65,6.97,28.59,,
27-12-2019 03:50,3.4,88,0,27.09,8.34,2.09,0,2.11,0,2.18,7.01,28.55,,
27-12-2019 04:00,3.3,87,0,27.08,8.34,2.08,0,2.14,0,2.57,6.98,28.58,,
27-12-2019 04:10,3,78,0,27.08,8.34,2.16,0,2.02,0,2.13,6.97,28.57,,
27-12-2019 04:20,3,67,0,27.08,8.34,2.08,0,1.97,0,2.57,6.94,28.58,,
27-12-2019 04:30,3.1,67,0,27.08,8.34,2.14,0,1.83,0,2.31,6.94,28.58,,
27-12-2019 04:40,2.8,66,0,27.07,8.34,2.12,0,2.05,0,2.28,6.95,28.55,,
27-12-2019 04:50,3,66,0,27.06,8.34,2.2,0,2.17,0,2.48,6.97,28.54,,
27-12-2019 05:00,2.8,58,0,27.05,8.34,2.13,0,2.08,0,2.57,6.95,28.57,,
27-12-2019 05:10,2.8,62,0,27.05,8.34,2.17,0,1.95,0,2.54,6.93,28.56,,
27-12-2019 05:20,2.2,69,0,27.06,8.34,2.2,0,2.21,0,2.07,6.96,28.55,,
27-12-2019 05:30,2.5,64,0,27.07,8.33,2.3,0,2.19,0,2.74,6.91,28.6,,
27-12-2019 05:40,2.3,52,0,27.04,8.33,2.15,0,2.11,0,2.98,6.88,28.58,,
27-12-2019 05:50,2.4,49,0,27.06,8.33,2.2,0,2.03,0,3.28,6.87,28.56,,
27-12-2019 06:00,2.5,47,0,27.06,8.33,2.26,0,1.97,0,2.6,6.81,28.64,,
27-12-2019 06:10,2.7,39,0,27.05,8.33,2.24,0,2.29,0,2.85,6.83,28.61,,
27-12-2019 06:20,2.5,19,0,27.03,8.33,2.31,0,2.15,0,2.74,6.8,28.63,,
27-12-2019 06:30,1.5,318,0,27.01,8.33,2.22,0,2.25,0,3.37,6.79,28.65,,
27-12-2019 06:40,2.5,304,0,27,8.33,2.17,0,1.95,0,3,6.79,28.63,,
27-12-2019 06:50,2.2,303,0,27.01,8.33,2.15,0,1.69,0,2.79,6.79,28.63,,
27-12-2019 07:00,1.9,294,0,27.02,8.33,2.32,0,1.63,0,2.73,6.82,28.59,,
27-12-2019 07:10,1.6,298,0,27.07,8.33,2.28,0,1.53,0,2.67,6.78,28.65,,
27-12-2019 07:20,1.8,300,0,27.07,8.33,2.17,0,1.65,0,2.78,6.72,28.64,,
27-12-2019 07:30,1.6,291,0,27.05,8.33,2.16,0,1.51,0,2.09,6.8,28.63,,
27-12-2019 07:40,1.8,294,0,27.08,8.32,2.1,0,1.6,0,2.46,6.74,28.68,,
27-12-2019 07:50,1.5,278,0,27.07,8.33,2.23,0,1.69,0,2.52,6.8,28.62,,
27-12-2019 08:00,0.9,260,0,27.08,8.33,3.51,0,1.45,0,2.17,6.81,28.59,,
27-12-2019 08:10,1.1,275,0,27.07,8.33,2.12,0,1.49,0,1.94,6.88,28.45,,
27-12-2019 08:20,0.8,330,0,27.1,8.33,2.17,0,1.57,0,2.07,6.93,28.44,,
27-12-2019 08:30,0.8,3,0,27.15,8.33,2.1,0,1.23,0,1.76,6.92,28.44,,
27-12-2019 08:40,1.3,88,0,27.19,8.33,2.15,0,1.28,0,1.91,6.94,28.42,,
27-12-2019 08:50,1.8,76,0,27.19,8.33,2.18,0,1.35,0,1.72,6.94,28.41,,
27-12-2019 09:00,1.7,83,0,27.22,8.32,2.21,0,1.17,0,1.71,6.91,28.42,,
27-12-2019 09:10,2.2,88,0,27.24,8.33,2.23,0,1,0,1.2,6.91,28.48,,
27-12-2019 09:20,1.9,72,0,27.3,8.32,2.15,0,1.16,0,1.63,6.93,28.41,,
27-12-2019 09:30,2.2,44,0,27.33,8.32,2.17,0,0.96,0,0.92,6.82,28.56,,
27-12-2019 09:40,2.2,59,0,27.37,8.32,2.59,0,1.07,0,1.5,6.85,28.57,,
27-12-2019 09:50,2,62,0,27.42,8.33,2.19,0,0.96,0,0.95,6.93,28.46,,
27-12-2019 10:00,2,56,0,27.49,8.33,2.22,0,0.89,0,0.9,6.98,28.42,,
27-12-2019 10:10,2.3,66,0,27.51,8.32,2.17,0,1.03,0,0.93,6.91,28.52,,
27-12-2019 10:20,1.9,52,0,27.54,8.32,2.16,0,0.73,0,0.79,6.87,28.57,,
27-12-2019 10:30,2.5,52,0,27.61,8.32,2.18,0,0.87,0,0.77,6.85,28.62,,
27-12-2019 10:40,2.2,57,0,27.62,8.32,2.19,0,0.87,0,0.68,6.81,28.65,,
27-12-2019 10:50,2.7,46,0,27.64,8.32,2.17,0,0.75,0,0.45,6.78,28.74,,
27-12-2019 11:00,2.8,38,0,27.67,8.32,2.19,0,0.77,0,0.7,6.76,28.79,,
27-12-2019 11:10,3.1,44,0,27.66,8.32,2.33,0,0.53,0,0.32,6.72,28.9,,
27-12-2019 11:20,3.1,48,0,27.71,8.32,2.3,0,0.74,0,0.45,6.71,28.89,,
27-12-2019 11:30,3.1,40,0,27.7,8.32,2.23,0,0.68,0,0.37,6.69,28.94,,
27-12-2019 11:40,3.4,44,0,27.75,8.32,2.37,0,0.89,0,0.36,6.67,28.94,,
27-12-2019 11:50,3.6,44,0,27.76,8.31,2.31,0,0.76,0,0.08,6.69,28.95,,
27-12-2019 12:00,3.7,54,0,27.81,8.32,2.32,0,0.67,0,0.79,6.73,28.96,,
27-12-2019 12:10,4,54,0,27.77,8.32,2.43,0,0.69,0,0,6.69,29.01,,
27-12-2019 12:20,4.1,46,0,27.78,8.32,2.25,0,0.56,0,0.57,6.63,29.07,,
27-12-2019 12:30,4.4,54,0,27.86,8.32,2.36,0,0.85,0,0.07,6.7,29.04,,
27-12-2019 12:40,4.3,54,0,27.87,8.32,2.26,0,0.93,0,0.83,6.73,29.05,,
27-12-2019 12:50,4.3,56,0,27.87,8.32,2.36,0,0.87,0,0.85,6.76,29.07,,
27-12-2019 13:00,4.5,56,0,27.86,8.32,2.36,0,0.57,0,0.56,6.73,29.12,,
27-12-2019 13:10,4.5,57,0,27.85,8.32,2.53,0,0.93,0,1.06,6.78,29.14,,
27-12-2019 13:20,4.4,56,0,27.84,8.32,2.28,0,0.78,0,0.19,6.75,29.19,,
27-12-2019 13:30,4.4,52,0,27.85,8.32,2.38,0,0.59,0,0.07,6.77,29.22,,
27-12-2019 13:40,4.4,54,0,27.83,8.33,2.34,0,0.68,0,0.46,6.74,29.23,,
27-12-2019 13:50,4.4,59,0,27.82,8.33,2.28,0,0.81,0,0.35,6.83,29.19,,
27-12-2019 14:00,4.5,54,0,27.86,8.33,2.24,0,0.83,0,0.53,6.89,29.12,,
27-12-2019 14:10,4,56,0,27.85,8.34,2.3,0,0.88,0,0.92,6.89,29.1,,
27-12-2019 14:20,4.4,55,0,27.87,8.34,2.29,0,1.64,0,1.74,6.96,29.06,,
27-12-2019 14:30,3.9,58,0,27.87,8.34,2.35,0,0.85,0,1.28,6.93,29.05,,
27-12-2019 14:40,3.9,57,0,27.88,8.34,2.23,0,1.05,0,1.27,6.95,29.06,,
27-12-2019 14:50,3.7,54,0,27.88,8.34,2.31,0,1.13,0,1.91,6.97,29.11,,
27-12-2019 15:00,3.4,57,0,27.88,8.34,2.4,0,1.06,0,1.6,6.97,29.14,,
